ID,X1,X2,X3,X4,X5,Y
1,-60,-48,-65,-45,-53,0
2,-58,-49,-65,-43,-54,0
3,-60,-48,-65,-45,-54,0
4,-59,-48,-64,-51,-54,0
5,-58,-50,-65,-47,-52,0
6,-58,-48,-62,-47,-53,0
7,-57,-49,-59,-48,-54,0
8,-59,-49,-63,-48,-52,0
9,-58,-49,-63,-48,-54,0
10,-59,-49,-64,-48,-54,0
11,-59,-48,-64,-48,-52,0
12,-58,-48,-62,-47,-52,0
13,-60,-49,-62,-48,-52,0
14,-59,-49,-63,-47,-52,0
15,-58,-50,-63,-48,-53,0
16,-59,-50,-63,-47,-51,0
17,-57,-49,-63,-48,-54,0
18,-60,-48,-63,-49,-53,0
19,-58,-48,-60,-47,-51,0
20,-58,-49,-63,-46,-54,0
21,-58,-47,-63,-48,-51,0
22,-60,-48,-60,-48,-52,0
23,-60,-48,-63,-47,-52,0
24,-57,-48,-65,-50,-52,0
25,-60,-48,-60,-48,-52,0
26,-59,-48,-62,-47,-54,0
27,-60,-48,-63,-47,-51,0
28,-57,-48,-65,-47,-53,0
29,-60,-49,-62,-48,-54,0
30,-58,-48,-61,-46,-53,0
31,-60,-49,-63,-46,-51,0
32,-59,-47,-63,-47,-52,0
33,-60,-41,-63,-49,-52,0
34,-60,-42,-62,-50,-53,0
35,-60,-41,-62,-49,-54,0
36,-60,-41,-63,-48,-52,0
37,-58,-41,-63,-48,-53,0
38,-60,-41,-63,-50,-53,0
39,-60,-41,-60,-48,-54,0
40,-60,-42,-63,-48,-54,0
41,-60,-41,-61,-47,-54,0
42,-59,-41,-62,-48,-54,0
43,-58,-42,-64,-48,-54,0
44,-58,-42,-62,-45,-51,0
45,-60,-43,-63,-46,-54,0
46,-58,-41,-63,-46,-53,0
47,-58,-42,-69,-45,-54,0
48,-58,-42,-66,-46,-52,0
49,-59,-42,-65,-47,-54,0
50,-57,-44,-69,-43,-52,0
51,-57,-42,-68,-45,-51,0
52,-58,-41,-66,-47,-53,0
53,-58,-42,-67,-47,-54,0
54,-59,-42,-65,-47,-52,0
55,-59,-41,-65,-46,-51,0
56,-58,-41,-67,-45,-53,0
57,-59,-41,-68,-45,-51,0
58,-57,-41,-68,-46,-53,0
59,-60,-42,-68,-45,-53,0
60,-57,-44,-65,-46,-54,0
61,-59,-42,-66,-45,-54,0
62,-59,-44,-68,-45,-51,0
63,-59,-42,-66,-46,-51,0
64,-58,-41,-67,-46,-52,0
65,-57,-42,-67,-45,-51,0
66,-59,-44,-66,-45,-52,0
67,-58,-44,-66,-45,-54,0
68,-59,-44,-67,-47,-51,0
69,-58,-43,-65,-46,-53,0
70,-57,-43,-66,-47,-52,0
71,-60,-41,-67,-46,-51,0
72,-57,-44,-68,-45,-52,0
73,-57,-41,-67,-47,-51,0
74,-58,-41,-66,-46,-54,0
75,-57,-43,-66,-46,-51,0
76,-60,-41,-66,-45,-52,0
77,-57,-41,-68,-47,-52,0
78,-59,-42,-67,-46,-51,0
79,-59,-42,-66,-45,-52,0
80,-60,-43,-68,-47,-52,0
81,-57,-42,-65,-46,-54,0
82,-60,-42,-66,-45,-54,0
83,-59,-42,-65,-46,-54,0
84,-58,-41,-65,-47,-51,0
85,-60,-44,-65,-45,-51,0
86,-58,-41,-67,-46,-52,0
87,-60,-44,-66,-46,-54,0
88,-58,-42,-67,-45,-52,0
89,-60,-44,-67,-45,-52,0
90,-59,-43,-66,-47,-51,0
91,-60,-42,-65,-45,-52,0
92,-57,-42,-68,-47,-54,0
93,-60,-42,-66,-46,-54,0
94,-57,-42,-65,-46,-53,0
95,-59,-44,-68,-47,-52,0
96,-58,-44,-65,-46,-51,0
97,-58,-44,-66,-45,-53,0
98,-58,-43,-66,-46,-51,0
99,-59,-43,-68,-47,-54,0
100,-57,-43,-66,-45,-51,0
101,-57,-48,-64,-45,-52,1
102,-60,-48,-65,-43,-53,1
103,-58,-49,-63,-48,-53,1
104,-60,-50,-64,-47,-54,1
105,-57,-50,-63,-48,-53,1
106,-57,-50,-65,-44,-55,1
107,-60,-50,-63,-43,-53,1
108,-58,-46,-63,-45,-48,1
109,-59,-47,-64,-46,-59,1
110,-60,-46,-66,-47,-52,1
111,-58,-47,-63,-43,-53,1
112,-57,-47,-66,-47,-53,1
113,-60,-47,-64,-47,-51,1
114,-57,-48,-65,-45,-54,1
115,-60,-48,-63,-45,-53,1
116,-59,-47,-66,-45,-54,1
117,-58,-47,-66,-46,-53,1
118,-59,-47,-63,-46,-54,1
119,-59,-48,-66,-45,-55,1
120,-57,-46,-66,-46,-53,1
121,-58,-48,-65,-48,-55,1
122,-59,-47,-65,-48,-53,1
123,-58,-44,-65,-48,-54,1
124,-58,-47,-64,-48,-53,1
125,-57,-45,-64,-46,-54,1
126,-58,-43,-64,-47,-51,1
127,-58,-43,-63,-47,-51,1
128,-57,-43,-63,-47,-51,1
129,-57,-43,-65,-48,-49,1
130,-58,-43,-63,-48,-49,1
131,-58,-42,-66,-45,-50,1
132,-57,-42,-64,-43,-51,1
133,-58,-42,-63,-43,-50,1
134,-58,-44,-63,-43,-50,1
135,-59,-40,-64,-46,-49,1
136,-57,-42,-63,-46,-50,1
137,-59,-42,-65,-45,-49,1
138,-58,-42,-65,-48,-49,1
139,-56,-43,-64,-45,-52,1
140,-55,-43,-66,-46,-52,1
141,-54,-43,-63,-44,-52,1
142,-55,-43,-65,-45,-50,1
143,-54,-44,-64,-46,-52,1
144,-54,-42,-66,-47,-52,1
145,-54,-42,-64,-45,-51,1
146,-53,-42,-66,-43,-55,1
147,-56,-43,-64,-45,-54,1
148,-55,-43,-66,-46,-52,1
149,-58,-44,-64,-47,-52,1
150,-56,-43,-66,-43,-51,1
151,-55,-42,-66,-45,-51,1
152,-56,-42,-64,-45,-50,1
153,-59,-41,-64,-47,-49,1
154,-55,-43,-66,-47,-49,1
155,-58,-44,-64,-44,-49,1
156,-58,-41,-66,-44,-50,1
157,-57,-42,-65,-48,-50,1
158,-57,-41,-64,-47,-50,1
159,-57,-42,-63,-44,-50,1
160,-57,-41,-65,-46,-49,1
161,-58,-43,-65,-48,-50,1
162,-57,-41,-64,-45,-51,1
163,-55,-42,-64,-45,-51,1
164,-56,-42,-63,-47,-51,1
165,-56,-42,-65,-47,-51,1
166,-56,-42,-63,-44,-51,1
167,-54,-44,-63,-47,-51,1
168,-54,-44,-65,-47,-55,1
169,-54,-45,-64,-47,-56,1
170,-54,-45,-63,-43,-56,1
171,-56,-43,-64,-48,-52,1
172,-56,-43,-63,-45,-52,1
173,-56,-43,-65,-45,-55,1
174,-56,-43,-64,-43,-55,1
175,-57,-45,-64,-44,-55,1
176,-57,-45,-66,-45,-55,1
177,-56,-44,-63,-48,-55,1
178,-56,-44,-65,-44,-55,1
179,-56,-44,-64,-46,-57,1
180,-56,-44,-65,-44,-57,1
181,-56,-45,-66,-48,-55,1
182,-56,-45,-65,-44,-55,1
183,-56,-44,-66,-46,-55,1
184,-56,-44,-66,-45,-55,1
185,-55,-44,-66,-45,-55,1
186,-55,-44,-65,-48,-55,1
187,-55,-44,-63,-47,-55,1
188,-56,-44,-63,-45,-55,1
189,-56,-44,-65,-47,-55,1
190,-56,-44,-66,-46,-55,1
191,-56,-44,-66,-46,-55,1
192,-56,-44,-66,-44,-56,1
193,-56,-44,-63,-46,-56,1
194,-56,-43,-63,-45,-55,1
195,-56,-43,-63,-48,-55,1
196,-57,-43,-63,-44,-55,1
197,-57,-43,-63,-43,-55,1
198,-57,-44,-65,-46,-54,1
199,-57,-44,-64,-44,-54,1
200,-57,-42,-63,-48,-54,1
201,-57,-42,-66,-54,-53,2
202,-57,-43,-66,-54,-52,2
203,-57,-43,-65,-51,-53,2
204,-58,-42,-67,-51,-55,2
205,-58,-43,-68,-55,-56,2
206,-57,-43,-69,-49,-54,2
207,-62,-45,-69,-46,-52,2
208,-60,-45,-68,-46,-51,2
209,-61,-46,-67,-47,-52,2
210,-61,-45,-69,-48,-50,2
211,-58,-44,-68,-46,-51,2
212,-60,-45,-65,-47,-53,2
213,-60,-44,-70,-46,-54,2
214,-66,-45,-67,-49,-51,2
215,-59,-47,-66,-50,-52,2
216,-59,-44,-69,-47,-53,2
217,-58,-44,-67,-49,-54,2
218,-57,-44,-68,-47,-53,2
219,-57,-44,-66,-47,-53,2
220,-60,-44,-67,-46,-53,2
221,-59,-45,-64,-46,-52,2
222,-58,-44,-70,-47,-53,2
223,-59,-45,-66,-46,-53,2
224,-60,-44,-68,-48,-52,2
225,-59,-44,-70,-47,-53,2
226,-58,-46,-70,-48,-53,2
227,-59,-45,-70,-48,-54,2
228,-59,-44,-68,-48,-52,2
229,-61,-44,-66,-49,-52,2
230,-63,-45,-65,-49,-53,2
231,-61,-44,-68,-49,-53,2
232,-60,-44,-68,-48,-53,2
233,-60,-43,-65,-49,-53,2
234,-60,-44,-66,-48,-52,2
235,-60,-44,-67,-48,-53,2
236,-60,-44,-70,-49,-53,2
237,-60,-44,-70,-48,-53,2
238,-60,-46,-69,-50,-52,2
239,-58,-47,-64,-50,-52,2
240,-59,-45,-70,-50,-54,2
241,-58,-45,-66,-50,-54,2
242,-60,-44,-64,-50,-53,2
243,-59,-44,-65,-53,-53,2
244,-58,-44,-65,-53,-53,2
245,-61,-43,-64,-51,-54,2
246,-54,-43,-67,-47,-54,2
247,-55,-42,-69,-48,-57,2
248,-57,-42,-66,-56,-56,2
249,-60,-44,-68,-56,-59,2
250,-60,-41,-68,-54,-54,2
251,-56,-42,-66,-54,-52,2
252,-55,-42,-67,-53,-51,2
253,-56,-42,-70,-54,-51,2
254,-57,-45,-69,-50,-50,2
255,-57,-44,-68,-50,-50,2
256,-57,-43,-65,-47,-52,2
257,-53,-43,-68,-50,-52,2
258,-55,-43,-70,-50,-52,2
259,-54,-43,-64,-49,-51,2
260,-56,-43,-64,-49,-51,2
261,-56,-43,-69,-49,-52,2
262,-55,-44,-70,-47,-53,2
263,-52,-53,-68,-42,-47,2
264,-57,-53,-68,-45,-47,2
265,-57,-50,-68,-45,-49,2
266,-57,-50,-70,-45,-49,2
267,-55,-52,-70,-45,-48,2
268,-57,-50,-70,-44,-47,2
269,-56,-50,-64,-44,-47,2
270,-56,-53,-69,-43,-49,2
271,-56,-50,-67,-43,-50,2
272,-57,-50,-67,-45,-49,2
273,-52,-51,-69,-46,-49,2
274,-52,-49,-65,-47,-50,2
275,-52,-49,-67,-45,-49,2
276,-51,-45,-69,-47,-50,2
277,-49,-47,-67,-48,-50,2
278,-48,-46,-70,-47,-50,2
279,-48,-48,-70,-48,-50,2
280,-50,-46,-64,-47,-49,2
281,-50,-47,-67,-43,-50,2
282,-52,-45,-66,-46,-49,2
283,-50,-48,-68,-47,-48,2
284,-50,-48,-65,-46,-48,2
285,-52,-50,-65,-46,-45,2
286,-50,-45,-64,-47,-49,2
287,-50,-42,-65,-46,-48,2
288,-49,-42,-69,-44,-46,2
289,-49,-44,-68,-45,-46,2
290,-49,-41,-65,-45,-47,2
291,-48,-43,-69,-46,-47,2
292,-50,-44,-68,-47,-49,2
293,-49,-42,-70,-44,-49,2
294,-51,-43,-66,-44,-49,2
295,-49,-44,-66,-46,-46,2
296,-49,-43,-70,-45,-48,2
297,-49,-43,-64,-47,-48,2
298,-49,-42,-66,-45,-48,2
299,-49,-44,-65,-47,-46,2
300,-49,-42,-68,-46,-47,2
301,-55,-54,-63,-52,-57,3
302,-56,-51,-62,-52,-58,3
303,-56,-50,-61,-53,-59,3
304,-56,-50,-63,-53,-58,3
305,-54,-54,-63,-53,-59,3
306,-55,-51,-63,-53,-60,3
307,-55,-51,-63,-52,-59,3
308,-56,-49,-63,-53,-60,3
309,-55,-50,-63,-53,-60,3
310,-56,-50,-62,-53,-59,3
311,-51,-46,-62,-53,-60,3
312,-50,-44,-66,-52,-63,3
313,-50,-44,-68,-52,-62,3
314,-50,-42,-68,-52,-64,3
315,-49,-47,-64,-51,-60,3
316,-49,-49,-63,-51,-63,3
317,-46,-49,-64,-51,-61,3
318,-49,-49,-64,-51,-59,3
319,-49,-50,-63,-51,-59,3
320,-48,-50,-63,-50,-58,3
321,-50,-50,-64,-51,-57,3
322,-50,-51,-64,-51,-56,3
323,-48,-51,-64,-51,-56,3
324,-49,-52,-63,-49,-58,3
325,-47,-49,-65,-48,-57,3
326,-50,-54,-64,-50,-57,3
327,-49,-54,-63,-51,-54,3
328,-51,-55,-63,-50,-56,3
329,-50,-54,-65,-51,-55,3
330,-50,-55,-63,-50,-54,3
331,-50,-55,-64,-51,-56,3
332,-50,-54,-64,-50,-58,3
333,-50,-55,-64,-50,-58,3
334,-54,-47,-66,-51,-60,3
335,-53,-47,-69,-51,-54,3
336,-52,-47,-69,-52,-59,3
337,-53,-46,-67,-50,-52,3
338,-52,-45,-66,-53,-53,3
339,-52,-45,-69,-50,-52,3
340,-52,-45,-69,-49,-52,3
341,-51,-46,-68,-49,-52,3
342,-53,-45,-67,-48,-53,3
343,-51,-43,-67,-48,-52,3
344,-52,-47,-66,-49,-51,3
345,-52,-43,-66,-49,-52,3
346,-52,-44,-68,-52,-52,3
347,-52,-44,-67,-53,-53,3
348,-52,-44,-67,-52,-53,3
349,-52,-45,-68,-53,-53,3
350,-50,-46,-66,-53,-54,3
351,-50,-44,-66,-52,-53,3
352,-51,-44,-63,-52,-53,3
353,-51,-44,-65,-52,-53,3
354,-53,-51,-65,-51,-63,3
355,-46,-49,-67,-55,-61,3
356,-45,-49,-63,-57,-61,3
357,-49,-45,-65,-55,-56,3
358,-50,-44,-69,-54,-56,3
359,-51,-45,-67,-54,-56,3
360,-53,-44,-66,-51,-55,3
361,-52,-45,-67,-55,-55,3
362,-50,-49,-68,-52,-56,3
363,-49,-50,-68,-52,-56,3
364,-50,-53,-69,-50,-58,3
365,-45,-51,-66,-55,-63,3
366,-50,-53,-69,-50,-54,3
367,-51,-52,-69,-50,-58,3
368,-50,-52,-69,-50,-59,3
369,-49,-50,-68,-51,-58,3
370,-50,-46,-68,-51,-57,3
371,-48,-50,-67,-51,-58,3
372,-45,-50,-66,-51,-57,3
373,-47,-51,-66,-50,-60,3
374,-53,-48,-64,-52,-59,3
375,-52,-49,-64,-51,-60,3
376,-47,-50,-63,-56,-62,3
377,-51,-50,-63,-52,-63,3
378,-53,-51,-64,-52,-64,3
379,-53,-50,-64,-52,-63,3
380,-53,-50,-63,-52,-59,3
381,-53,-51,-65,-51,-63,3
382,-51,-52,-66,-50,-62,3
383,-54,-51,-65,-50,-58,3
384,-43,-48,-68,-56,-61,3
385,-44,-49,-66,-56,-60,3
386,-45,-49,-69,-56,-61,3
387,-45,-49,-69,-57,-59,3
388,-45,-49,-67,-56,-60,3
389,-45,-49,-69,-56,-60,3
390,-44,-56,-62,-54,-59,3
391,-45,-54,-62,-54,-64,3
392,-45,-52,-63,-54,-54,3
393,-47,-53,-64,-54,-60,3
394,-45,-54,-62,-53,-58,3
395,-47,-50,-62,-54,-58,3
396,-48,-49,-63,-54,-60,3
397,-45,-49,-69,-56,-60,3
398,-44,-56,-62,-54,-59,3
399,-45,-54,-62,-54,-54,3
400,-45,-52,-63,-54,-54,3
401,-40,-51,-56,-53,-56,4
402,-43,-51,-56,-54,-55,4
403,-40,-50,-57,-52,-53,4
404,-43,-51,-61,-53,-53,4
405,-40,-54,-57,-56,-55,4
406,-39,-55,-57,-54,-57,4
407,-43,-51,-57,-54,-56,4
408,-43,-52,-58,-53,-55,4
409,-42,-51,-58,-51,-54,4
410,-40,-52,-43,-52,-53,4
411,-42,-52,-58,-52,-53,4
412,-42,-52,-62,-53,-55,4
413,-41,-52,-58,-53,-54,4
414,-41,-53,-59,-53,-54,4
415,-43,-51,-58,-53,-54,4
416,-39,-52,-58,-54,-54,4
417,-43,-52,-57,-54,-56,4
418,-43,-51,-57,-55,-57,4
419,-43,-50,-58,-53,-54,4
420,-42,-50,-58,-54,-55,4
421,-43,-50,-57,-53,-55,4
422,-42,-50,-58,-55,-54,4
423,-42,-50,-57,-55,-57,4
424,-39,-50,-59,-54,-54,4
425,-42,-46,-59,-53,-54,4
426,-42,-46,-61,-54,-53,4
427,-42,-47,-60,-54,-53,4
428,-42,-47,-59,-54,-53,4
429,-43,-46,-60,-55,-53,4
430,-42,-44,-60,-54,-53,4
431,-42,-44,-60,-54,-53,4
432,-40,-43,-58,-65,-54,4
433,-44,-43,-60,-60,-53,4
434,-45,-42,-60,-60,-54,4
435,-41,-43,-60,-60,-53,4
436,-40,-42,-61,-63,-54,4
437,-40,-42,-59,-62,-57,4
438,-41,-42,-59,-61,-56,4
439,-40,-43,-59,-62,-56,4
440,-40,-41,-59,-62,-56,4
441,-45,-43,-60,-59,-54,4
442,-40,-43,-62,-59,-54,4
443,-41,-42,-62,-61,-54,4
444,-42,-44,-59,-60,-56,4
445,-42,-45,-58,-60,-58,4
446,-41,-52,-63,-50,-48,4
447,-41,-50,-63,-51,-48,4
448,-39,-49,-64,-51,-49,4
449,-41,-51,-62,-52,-47,4
450,-42,-50,-62,-51,-46,4
451,-41,-52,-63,-50,-48,4
452,-41,-51,-62,-49,-48,4
453,-41,-49,-63,-52,-48,4
454,-41,-48,-64,-52,-49,4
455,-41,-49,-62,-52,-48,4
456,-41,-49,-63,-51,-49,4
457,-41,-48,-63,-52,-49,4
458,-42,-49,-64,-51,-49,4
459,-42,-49,-64,-51,-49,4
460,-42,-50,-64,-52,-49,4
461,-42,-50,-64,-52,-49,4
462,-41,-49,-63,-51,-48,4
463,-41,-49,-63,-51,-48,4
464,-41,-48,-61,-55,-48,4
465,-41,-49,-61,-55,-46,4
466,-41,-49,-61,-55,-46,4
467,-41,-51,-62,-54,-48,4
468,-42,-47,-62,-51,-46,4
469,-42,-47,-62,-51,-46,4
470,-43,-46,-60,-52,-45,4
471,-43,-46,-61,-56,-48,4
472,-43,-45,-59,-52,-47,4
473,-43,-45,-59,-52,-47,4
474,-41,-45,-61,-51,-47,4
475,-41,-45,-61,-51,-47,4
476,-43,-42,-62,-50,-47,4
477,-43,-42,-62,-50,-47,4
478,-43,-45,-61,-49,-45,4
479,-43,-45,-61,-49,-45,4
480,-42,-45,-60,-50,-48,4
481,-42,-45,-60,-50,-48,4
482,-42,-45,-61,-51,-47,4
483,-42,-45,-61,-51,-47,4
484,-42,-46,-60,-50,-46,4
485,-42,-46,-60,-50,-46,4
486,-42,-45,-60,-54,-47,4
487,-42,-45,-60,-54,-47,4
488,-42,-45,-60,-52,-47,4
489,-42,-45,-60,-52,-47,4
490,-43,-45,-60,-52,-46,4
491,-43,-45,-60,-52,-46,4
492,-43,-44,-60,-52,-45,4
493,-43,-44,-60,-52,-45,4
494,-43,-45,-60,-54,-47,4
495,-43,-45,-60,-54,-47,4
496,-42,-46,-60,-54,-45,4
497,-42,-46,-60,-54,-45,4
498,-41,-46,-59,-54,-47,4
499,-41,-46,-59,-54,-47,4
500,-43,-45,-61,-53,-48,4
501,-41,-51,-62,-40,-50,5
502,-42,-51,-62,-42,-50,5
503,-40,-50,-62,-40,-49,5
504,-41,-53,-62,-39,-50,5
505,-42,-53,-63,-39,-49,5
506,-41,-52,-63,-39,-51,5
507,-41,-53,-62,-39,-50,5
508,-40,-52,-62,-42,-50,5
509,-41,-51,-62,-40,-50,5
510,-41,-52,-61,-42,-50,5
511,-43,-51,-62,-39,-49,5
512,-40,-52,-61,-41,-48,5
513,-41,-49,-61,-38,-49,5
514,-41,-53,-62,-40,-49,5
515,-42,-54,-62,-42,-48,5
516,-40,-53,-61,-40,-48,5
517,-42,-55,-62,-39,-49,5
518,-41,-53,-63,-38,-49,5
519,-39,-46,-65,-47,-52,5
520,-40,-59,-58,-49,-53,5
521,-41,-56,-58,-49,-53,5
522,-38,-58,-58,-49,-54,5
523,-41,-58,-59,-49,-54,5
524,-43,-57,-59,-48,-56,5
525,-41,-59,-58,-49,-56,5
526,-43,-61,-58,-48,-56,5
527,-41,-59,-58,-48,-56,5
528,-40,-45,-67,-46,-54,5
529,-41,-45,-64,-51,-49,5
530,-40,-44,-66,-50,-50,5
531,-42,-45,-67,-49,-48,5
532,-40,-45,-65,-49,-48,5
533,-41,-45,-67,-49,-48,5
534,-42,-42,-63,-49,-51,5
535,-36,-52,-68,-45,-54,5
536,-37,-54,-68,-45,-54,5
537,-36,-56,-68,-46,-54,5
538,-36,-57,-67,-47,-54,5
539,-37,-52,-67,-46,-53,5
540,-36,-52,-67,-57,-53,5
541,-36,-52,-67,-57,-53,5
542,-36,-50,-66,-48,-53,5
543,-36,-50,-66,-48,-53,5
544,-37,-50,-65,-48,-54,5
545,-37,-50,-65,-48,-54,5
546,-40,-49,-64,-48,-53,5
547,-40,-49,-65,-46,-51,5
548,-39,-49,-63,-46,-53,5
549,-40,-51,-64,-46,-53,5
550,-40,-51,-64,-46,-54,5
551,-38,-49,-68,-48,-51,5
552,-38,-49,-68,-47,-50,5
553,-38,-49,-68,-47,-50,5
554,-37,-49,-68,-48,-49,5
555,-37,-49,-68,-48,-49,5
556,-37,-48,-66,-46,-49,5
557,-37,-48,-66,-46,-49,5
558,-36,-47,-67,-46,-48,5
559,-36,-47,-67,-46,-48,5
560,-37,-50,-67,-43,-49,5
561,-36,-49,-65,-46,-49,5
562,-36,-49,-65,-46,-49,5
563,-36,-48,-68,-46,-48,5
564,-36,-48,-68,-46,-48,5
565,-38,-47,-65,-47,-52,5
566,-38,-49,-64,-48,-53,5
567,-38,-49,-64,-48,-53,5
568,-38,-56,-63,-48,-54,5
569,-38,-47,-66,-49,-52,5
570,-38,-47,-66,-49,-52,5
571,-38,-52,-64,-49,-52,5
572,-38,-52,-64,-49,-52,5
573,-38,-51,-64,-48,-50,5
574,-38,-51,-64,-48,-50,5
575,-38,-53,-64,-48,-50,5
576,-38,-53,-64,-48,-50,5
577,-37,-51,-64,-48,-50,5
578,-37,-52,-65,-48,-51,5
579,-37,-52,-65,-48,-51,5
580,-37,-55,-64,-48,-50,5
581,-37,-55,-64,-48,-50,5
582,-37,-53,-63,-50,-51,5
583,-37,-53,-63,-50,-51,5
584,-37,-55,-67,-48,-50,5
585,-37,-55,-67,-48,-50,5
586,-38,-52,-67,-48,-52,5
587,-38,-52,-67,-48,-52,5
588,-37,-52,-64,-48,-51,5
589,-37,-52,-64,-48,-51,5
590,-37,-52,-64,-48,-51,5
591,-37,-52,-64,-48,-51,5
592,-37,-56,-64,-48,-52,5
593,-37,-56,-64,-48,-52,5
594,-37,-52,-65,-48,-52,5
595,-37,-52,-65,-48,-52,5
596,-36,-55,-63,-49,-52,5
597,-36,-55,-63,-49,-52,5
598,-38,-55,-65,-48,-52,5
599,-38,-55,-65,-48,-52,5
600,-38,-58,-58,-49,-54,5
601,-51,-49,-62,-54,-49,6
602,-51,-49,-61,-53,-51,6
603,-50,-51,-60,-53,-50,6
604,-50,-49,-61,-53,-50,6
605,-50,-50,-61,-53,-51,6
606,-51,-50,-62,-51,-52,6
607,-49,-50,-60,-53,-51,6
608,-51,-49,-62,-51,-51,6
609,-50,-50,-60,-52,-51,6
610,-50,-48,-62,-51,-50,6
611,-51,-50,-61,-52,-51,6
612,-51,-50,-63,-52,-51,6
613,-50,-51,-62,-52,-50,6
614,-51,-50,-62,-52,-51,6
615,-51,-51,-62,-51,-50,6
616,-48,-51,-64,-49,-52,6
617,-45,-56,-66,-52,-51,6
618,-46,-56,-64,-50,-51,6
619,-45,-56,-65,-53,-50,6
620,-44,-52,-66,-52,-51,6
621,-44,-54,-66,-54,-50,6
622,-45,-53,-65,-54,-51,6
623,-46,-55,-66,-54,-51,6
624,-46,-54,-67,-57,-49,6
625,-48,-58,-66,-56,-49,6
626,-48,-55,-67,-57,-49,6
627,-47,-53,-65,-56,-47,6
628,-48,-53,-66,-56,-47,6
629,-48,-51,-62,-59,-49,6
630,-50,-50,-64,-56,-53,6
631,-51,-47,-63,-54,-52,6
632,-51,-51,-64,-56,-52,6
633,-51,-59,-65,-57,-48,6
634,-50,-50,-68,-51,-41,6
635,-47,-49,-69,-51,-41,6
636,-50,-49,-66,-50,-52,6
637,-52,-47,-67,-49,-50,6
638,-51,-45,-68,-48,-51,6
639,-52,-48,-65,-50,-50,6
640,-50,-49,-67,-49,-52,6
641,-50,-45,-66,-50,-51,6
642,-47,-47,-66,-48,-50,6
643,-50,-47,-67,-48,-50,6
644,-50,-45,-65,-48,-51,6
645,-50,-46,-67,-44,-50,6
646,-50,-47,-66,-48,-50,6
647,-49,-47,-66,-48,-50,6
648,-49,-47,-67,-47,-51,6
649,-49,-47,-64,-48,-50,6
650,-49,-46,-66,-48,-50,6
651,-50,-46,-68,-47,-51,6
652,-50,-44,-67,-48,-51,6
653,-49,-46,-65,-49,-51,6
654,-50,-47,-64,-49,-50,6
655,-50,-45,-66,-49,-50,6
656,-50,-45,-65,-49,-50,6
657,-50,-45,-66,-46,-50,6
658,-50,-45,-63,-49,-51,6
659,-50,-41,-63,-50,-50,6
660,-50,-45,-66,-49,-50,6
661,-48,-45,-66,-49,-52,6
662,-50,-43,-66,-47,-50,6
663,-50,-43,-66,-47,-50,6
664,-50,-42,-66,-49,-51,6
665,-40,-44,-64,-55,-54,6
666,-40,-44,-64,-56,-54,6
667,-40,-44,-64,-56,-54,6
668,-40,-43,-63,-57,-54,6
669,-40,-43,-65,-59,-57,6
670,-38,-42,-66,-57,-55,6
671,-38,-42,-66,-57,-55,6
672,-39,-42,-65,-56,-55,6
673,-39,-42,-65,-56,-55,6
674,-39,-41,-66,-57,-56,6
675,-39,-41,-66,-57,-56,6
676,-39,-43,-64,-57,-57,6
677,-39,-43,-64,-57,-57,6
678,-39,-41,-67,-54,-58,6
679,-38,-41,-68,-51,-57,6
680,-39,-40,-65,-54,-56,6
681,-39,-40,-65,-54,-56,6
682,-40,-41,-67,-54,-56,6
683,-39,-40,-67,-57,-57,6
684,-39,-40,-67,-57,-57,6
685,-40,-41,-66,-57,-58,6
686,-40,-41,-66,-57,-58,6
687,-39,-41,-66,-59,-56,6
688,-39,-41,-66,-59,-56,6
689,-38,-40,-67,-56,-58,6
690,-38,-40,-67,-56,-58,6
691,-38,-44,-65,-54,-55,6
692,-38,-44,-65,-54,-55,6
693,-38,-43,-65,-54,-53,6
694,-38,-43,-65,-54,-53,6
695,-38,-45,-65,-56,-54,6
696,-38,-45,-65,-56,-54,6
697,-39,-40,-67,-57,-57,6
698,-39,-40,-67,-57,-57,6
699,-40,-41,-66,-57,-58,6
700,-40,-41,-66,-57,-58,6
701,-52,-58,-68,-46,-48,7
702,-52,-57,-68,-45,-48,7
703,-52,-57,-68,-45,-48,7
704,-50,-56,-65,-45,-48,7
705,-51,-56,-69,-46,-49,7
706,-54,-56,-67,-47,-50,7
707,-50,-59,-69,-48,-49,7
708,-53,-57,-67,-48,-51,7
709,-53,-50,-66,-49,-50,7
710,-55,-50,-69,-50,-49,7
711,-53,-50,-67,-49,-49,7
712,-57,-50,-68,-51,-43,7
713,-57,-57,-69,-52,-44,7
714,-55,-56,-67,-53,-44,7
715,-54,-51,-68,-51,-43,7
716,-55,-53,-64,-50,-43,7
717,-54,-53,-66,-51,-43,7
718,-55,-53,-63,-51,-43,7
719,-53,-52,-65,-51,-44,7
720,-54,-54,-65,-51,-44,7
721,-55,-55,-64,-52,-44,7
722,-50,-57,-63,-46,-45,7
723,-51,-57,-63,-47,-46,7
724,-51,-56,-66,-47,-46,7
725,-52,-56,-66,-47,-44,7
726,-50,-57,-65,-48,-42,7
727,-52,-56,-66,-47,-45,7
728,-52,-55,-65,-48,-45,7
729,-52,-56,-65,-48,-46,7
730,-52,-56,-66,-47,-45,7
731,-51,-55,-62,-47,-45,7
732,-50,-54,-66,-49,-43,7
733,-52,-58,-66,-49,-42,7
734,-56,-56,-69,-48,-47,7
735,-52,-57,-69,-48,-46,7
