ID,X1,X2,X3,X4,X5,Y
5074,-58,-49,-47,-38,-42,50
5075,-58,-49,-47,-38,-42,50
5076,-61,-51,-48,-38,-41,50
5077,-61,-53,-49,-34,-40,50
5078,-60,-53,-50,-33,-40,50
5079,-62,-53,-51,-33,-40,50
5080,-62,-53,-51,-33,-40,50
5081,-64,-52,-51,-32,-39,50
5082,-64,-52,-51,-32,-39,50
5083,-60,-53,-50,-34,-41,50
5084,-60,-53,-50,-34,-41,50
5085,-63,-53,-49,-34,-44,50
5086,-60,-53,-48,-39,-41,50
5087,-60,-53,-48,-39,-41,50
5088,-62,-52,-48,-30,-42,50
5089,-62,-52,-48,-30,-42,50
5090,-61,-47,-48,-29,-46,50
5091,-61,-47,-48,-29,-46,50
5092,-62,-46,-51,-30,-43,50
5093,-62,-46,-51,-30,-43,50
5094,-64,-46,-52,-30,-41,50
5095,-64,-46,-52,-40,-41,50
5096,-60,-47,-50,-34,-43,50
5097,-60,-47,-50,-34,-43,50
5098,-57,-46,-51,-34,-42,50
5099,-57,-46,-51,-34,-42,50
5100,-58,-46,-50,-34,-42,50
5101,-63,-50,-58,-32,-39,51
5102,-63,-50,-58,-32,-39,51
5103,-62,-54,-58,-32,-39,51
5104,-62,-54,-58,-32,-39,51
5105,-62,-53,-56,-31,-38,51
5106,-62,-53,-56,-31,-38,51
5107,-62,-53,-60,-32,-38,51
5108,-62,-53,-60,-32,-38,51
5109,-62,-51,-59,-32,-38,51
5110,-62,-51,-59,-32,-38,51
5111,-61,-50,-60,-32,-38,51
5112,-61,-50,-60,-32,-38,51
5113,-61,-50,-56,-32,-40,51
5114,-61,-49,-58,-35,-39,51
5115,-61,-49,-58,-35,-39,51
5116,-59,-47,-55,-35,-43,51
5117,-59,-47,-55,-35,-43,51
5118,-59,-49,-61,-34,-39,51
5119,-59,-49,-61,-34,-39,51
5120,-60,-49,-59,-33,-40,51
5121,-60,-49,-59,-33,-40,51
5122,-59,-49,-61,-34,-39,51
5123,-59,-49,-61,-34,-39,51
5124,-60,-48,-60,-33,-40,51
5125,-60,-48,-60,-33,-40,51
5126,-59,-52,-57,-32,-46,51
5127,-59,-52,-57,-32,-43,51
5128,-59,-50,-55,-31,-42,51
5129,-59,-50,-55,-31,-42,51
5130,-57,-52,-58,-27,-45,51
5131,-57,-56,-58,-27,-45,51
5132,-60,-55,-58,-28,-44,51
5133,-60,-55,-58,-28,-44,51
5134,-59,-54,-62,-29,-45,51
5135,-59,-54,-62,-29,-45,51
5136,-58,-53,-61,-30,-40,51
5137,-58,-53,-61,-30,-40,51
5138,-63,-55,-58,-31,-39,51
5139,-63,-55,-58,-31,-39,51
5140,-62,-54,-58,-31,-39,51
5141,-62,-54,-58,-31,-39,51
5142,-63,-56,-57,-31,-42,51
5143,-63,-56,-57,-31,-42,51
5144,-62,-53,-57,-31,-38,51
5145,-62,-53,-57,-31,-38,51
5146,-63,-50,-58,-31,-39,51
5147,-63,-50,-58,-31,-39,51
5148,-61,-53,-58,-28,-41,51
5149,-61,-53,-58,-28,-41,51
5150,-63,-55,-58,-27,-42,51
5151,-63,-55,-58,-27,-42,51
5152,-66,-53,-57,-28,-40,51
5153,-66,-53,-57,-28,-40,51
5154,-62,-54,-58,-29,-39,51
5155,-62,-54,-58,-29,-39,51
5156,-60,-51,-58,-30,-39,51
5157,-60,-51,-58,-30,-39,51
5158,-65,-56,-60,-31,-42,51
5159,-65,-56,-60,-31,-42,51
5160,-62,-52,-62,-33,-40,51
5161,-62,-52,-62,-33,-40,51
5162,-66,-56,-61,-34,-45,51
5163,-66,-56,-61,-34,-45,51
5164,-65,-53,-59,-35,-41,51
5165,-65,-53,-59,-35,-41,51
5166,-66,-54,-60,-33,-40,51
5167,-66,-54,-60,-33,-40,51
5168,-65,-54,-59,-32,-41,51
5169,-64,-54,-59,-32,-41,51
5170,-60,-50,-62,-33,-39,51
5171,-60,-51,-60,-33,-39,51
5172,-67,-55,-60,-34,-41,51
5173,-67,-55,-62,-34,-41,51
5174,-65,-53,-56,-33,-38,51
5175,-65,-53,-56,-33,-38,51
5176,-67,-51,-54,-27,-39,51
5177,-67,-51,-54,-27,-39,51
5178,-66,-54,-54,-27,-39,51
5179,-66,-54,-54,-27,-39,51
5180,-65,-55,-57,-31,-39,51
5181,-65,-53,-57,-31,-39,51
5182,-62,-51,-59,-32,-38,51
5183,-61,-50,-60,-32,-38,51
5184,-61,-50,-60,-32,-38,51
5185,-61,-50,-56,-32,-40,51
5186,-61,-49,-58,-35,-39,51
5187,-61,-49,-58,-35,-39,51
5188,-59,-47,-55,-35,-43,51
5189,-59,-47,-55,-35,-43,51
5190,-59,-49,-61,-34,-39,51
5191,-59,-49,-61,-34,-39,51
5192,-60,-49,-59,-33,-40,51
5193,-60,-49,-59,-33,-40,51
5194,-59,-49,-61,-34,-39,51
5195,-59,-49,-61,-34,-39,51
5196,-60,-48,-60,-33,-40,51
5197,-60,-48,-60,-33,-40,51
5198,-59,-52,-57,-32,-46,51
5199,-59,-52,-57,-32,-43,51
5200,-59,-50,-55,-31,-42,51
5201,-51,-47,-65,-47,-50,52
5202,-51,-47,-68,-48,-49,52
5203,-50,-46,-66,-46,-48,52
5204,-50,-46,-66,-46,-48,52
5205,-50,-46,-67,-46,-48,52
5206,-50,-46,-67,-46,-48,52
5207,-51,-46,-66,-45,-48,52
5208,-51,-46,-66,-45,-48,52
5209,-50,-46,-67,-45,-47,52
5210,-50,-46,-67,-45,-47,52
5211,-51,-45,-67,-45,-47,52
5212,-51,-45,-67,-45,-47,52
5213,-51,-45,-66,-45,-47,52
5214,-51,-45,-66,-45,-47,52
5215,-51,-45,-65,-45,-46,52
5216,-51,-45,-65,-45,-46,52
5217,-51,-46,-65,-45,-46,52
5218,-51,-46,-65,-45,-46,52
5219,-51,-45,-65,-44,-46,52
5220,-51,-45,-65,-44,-46,52
5221,-51,-50,-63,-44,-45,52
5222,-49,-46,-63,-45,-45,52
5223,-49,-46,-63,-45,-45,52
5224,-52,-46,-65,-42,-43,52
5225,-52,-46,-65,-42,-43,52
5226,-49,-46,-63,-43,-41,52
5227,-49,-46,-63,-43,-41,52
5228,-50,-46,-63,-45,-45,52
5229,-50,-46,-63,-45,-45,52
5230,-51,-46,-65,-44,-45,52
5231,-51,-46,-65,-44,-45,52
5232,-51,-46,-65,-44,-45,52
5233,-51,-46,-65,-44,-45,52
5234,-51,-46,-64,-44,-45,52
5235,-51,-46,-64,-44,-45,52
5236,-51,-45,-64,-44,-45,52
5237,-51,-45,-64,-44,-45,52
5238,-51,-46,-64,-45,-45,52
5239,-51,-46,-64,-45,-45,52
5240,-52,-47,-65,-46,-45,52
5241,-52,-47,-65,-46,-45,52
5242,-52,-46,-65,-45,-46,52
5243,-52,-46,-65,-45,-46,52
5244,-52,-46,-64,-46,-45,52
5245,-52,-46,-64,-46,-45,52
5246,-52,-47,-65,-46,-46,52
5247,-52,-47,-65,-46,-46,52
5248,-52,-47,-64,-46,-45,52
5249,-52,-44,-67,-47,-43,52
5250,-52,-44,-66,-46,-43,52
5251,-52,-44,-66,-46,-43,52
5252,-54,-45,-66,-46,-45,52
5253,-54,-45,-66,-46,-45,52
5254,-53,-45,-66,-46,-45,52
5255,-53,-45,-66,-46,-45,52
5256,-54,-45,-65,-46,-44,52
5257,-54,-45,-65,-46,-44,52
5258,-54,-45,-65,-46,-43,52
5259,-49,-46,-65,-49,-51,52
5260,-53,-50,-59,-50,-47,52
5261,-47,-41,-58,-44,-50,52
5262,-47,-41,-58,-44,-50,52
5263,-47,-41,-62,-44,-50,52
5264,-47,-41,-62,-44,-50,52
5265,-43,-43,-61,-44,-49,52
5266,-43,-43,-61,-44,-49,52
5267,-47,-41,-59,-43,-50,52
5268,-47,-41,-59,-43,-50,52
5269,-48,-40,-57,-43,-48,52
5270,-48,-40,-57,-43,-48,52
5271,-45,-40,-58,-41,-48,52
5272,-45,-40,-58,-41,-48,52
5273,-46,-40,-58,-44,-48,52
5274,-46,-40,-58,-44,-48,52
5275,-45,-40,-58,-42,-48,52
5276,-45,-40,-58,-42,-48,52
5277,-46,-42,-57,-45,-51,52
5278,-46,-42,-57,-45,-51,52
5279,-46,-41,-57,-41,-52,52
5280,-46,-41,-57,-41,-52,52
5281,-49,-43,-57,-48,-50,52
5282,-49,-43,-57,-48,-50,52
5283,-49,-47,-57,-49,-48,52
5284,-49,-47,-57,-49,-48,52
5285,-52,-47,-57,-42,-47,52
5286,-52,-47,-57,-42,-47,52
5287,-47,-46,-57,-41,-45,52
5288,-47,-46,-57,-41,-45,52
5289,-46,-43,-61,-43,-43,52
5290,-46,-43,-61,-43,-43,52
5291,-46,-44,-61,-44,-41,52
5292,-46,-44,-61,-44,-41,52
5293,-45,-45,-61,-44,-45,52
5294,-45,-45,-61,-44,-45,52
5295,-49,-45,-64,-44,-45,52
5296,-49,-45,-64,-44,-45,52
5297,-50,-44,-63,-42,-45,52
5298,-50,-44,-63,-42,-45,52
5299,-52,-45,-59,-42,-43,52
5300,-52,-45,-59,-42,-44,52
5301,-47,-40,-55,-53,-44,53
5302,-47,-42,-55,-50,-43,53
5303,-47,-42,-55,-50,-43,53
5304,-49,-41,-55,-51,-44,53
5305,-49,-41,-55,-51,-44,53
5306,-50,-42,-56,-52,-43,53
5307,-50,-42,-56,-52,-43,53
5308,-50,-42,-55,-52,-44,53
5309,-50,-42,-55,-52,-44,53
5310,-50,-42,-56,-52,-44,53
5311,-50,-42,-56,-52,-44,53
5312,-51,-43,-54,-53,-44,53
5313,-51,-43,-54,-53,-44,53
5314,-50,-42,-55,-50,-45,53
5315,-50,-42,-55,-50,-45,53
5316,-49,-41,-54,-48,-43,53
5317,-49,-41,-54,-48,-43,53
5318,-49,-41,-54,-48,-43,53
5319,-49,-41,-54,-48,-43,53
5320,-48,-41,-54,-50,-44,53
5321,-48,-42,-54,-54,-41,53
5322,-48,-42,-54,-54,-41,53
5323,-48,-41,-54,-51,-41,53
5324,-48,-41,-54,-51,-41,53
5325,-48,-41,-54,-49,-44,53
5326,-48,-41,-54,-49,-44,53
5327,-49,-41,-55,-49,-44,53
5328,-49,-41,-55,-49,-44,53
5329,-48,-42,-54,-48,-45,53
5330,-48,-42,-54,-48,-45,53
5331,-50,-41,-54,-53,-44,53
5332,-50,-41,-54,-53,-44,53
5333,-50,-41,-54,-54,-43,53
5334,-50,-41,-54,-54,-43,53
5335,-49,-41,-55,-54,-44,53
5336,-49,-41,-55,-54,-44,53
5337,-45,-42,-54,-50,-44,53
5338,-45,-42,-54,-50,-44,53
5339,-49,-41,-56,-53,-40,53
5340,-49,-41,-56,-53,-40,53
5341,-49,-41,-55,-52,-43,53
5342,-49,-41,-55,-52,-43,53
5343,-49,-42,-55,-53,-44,53
5344,-49,-42,-55,-53,-44,53
5345,-48,-42,-55,-50,-44,53
5346,-48,-42,-55,-50,-44,53
5347,-49,-41,-55,-52,-44,53
5348,-49,-41,-55,-52,-44,53
5349,-47,-41,-55,-50,-43,53
5350,-47,-41,-55,-50,-43,53
5351,-49,-42,-55,-52,-44,53
5352,-48,-42,-54,-52,-43,53
5353,-48,-50,-56,-51,-47,53
5354,-48,-50,-56,-51,-47,53
5355,-48,-50,-58,-51,-48,53
5356,-48,-50,-58,-51,-48,53
5357,-47,-49,-56,-51,-48,53
5358,-47,-49,-56,-51,-48,53
5359,-48,-49,-56,-50,-49,53
5360,-48,-49,-56,-50,-49,53
5361,-47,-48,-56,-51,-50,53
5362,-47,-48,-56,-51,-50,53
5363,-46,-41,-56,-48,-50,53
5364,-46,-41,-56,-48,-50,53
5365,-45,-42,-56,-46,-47,53
5366,-45,-42,-56,-46,-47,53
5367,-45,-42,-55,-41,-48,53
5368,-45,-42,-55,-41,-48,53
5369,-45,-43,-54,-44,-48,53
5370,-45,-43,-54,-44,-48,53
5371,-50,-43,-56,-47,-50,53
5372,-50,-43,-56,-47,-50,53
5373,-51,-43,-59,-48,-51,53
5374,-51,-43,-59,-48,-51,53
5375,-50,-44,-62,-50,-50,53
5376,-50,-44,-62,-50,-50,53
5377,-46,-46,-64,-51,-48,53
5378,-46,-46,-64,-51,-48,53
5379,-44,-46,-57,-50,-47,53
5380,-44,-46,-57,-50,-47,53
5381,-46,-45,-55,-50,-47,53
5382,-46,-45,-55,-50,-47,53
5383,-45,-47,-55,-49,-44,53
5384,-45,-47,-55,-49,-44,53
5385,-47,-47,-55,-48,-45,53
5386,-47,-47,-55,-48,-45,53
5387,-51,-48,-55,-47,-41,53
5388,-51,-48,-55,-47,-41,53
5389,-46,-50,-56,-49,-48,53
5390,-46,-50,-56,-49,-48,53
5391,-49,-49,-57,-44,-51,53
5392,-49,-49,-57,-44,-51,53
5393,-51,-41,-58,-44,-50,53
5394,-51,-41,-58,-44,-50,53
5395,-45,-51,-55,-45,-51,53
5396,-45,-51,-55,-45,-51,53
5397,-43,-48,-55,-45,-51,53
5398,-43,-48,-55,-45,-51,53
5399,-43,-49,-57,-44,-50,53
5400,-43,-49,-57,-44,-50,53
5401,-46,-46,-55,-46,-49,54
5402,-46,-46,-55,-46,-49,54
5403,-44,-45,-56,-46,-48,54
5404,-44,-45,-56,-46,-48,54
5405,-47,-45,-56,-45,-47,54
5406,-47,-45,-56,-45,-47,54
5407,-46,-44,-55,-44,-48,54
5408,-46,-44,-55,-44,-48,54
5409,-47,-44,-56,-44,-43,54
5410,-47,-44,-56,-44,-43,54
5411,-50,-44,-58,-44,-47,54
5412,-50,-44,-58,-44,-47,54
5413,-46,-45,-57,-44,-47,54
5414,-46,-45,-57,-44,-47,54
5415,-44,-45,-59,-41,-47,54
5416,-44,-45,-59,-41,-47,54
5417,-44,-47,-58,-47,-48,54
5418,-44,-47,-58,-47,-48,54
5419,-41,-48,-59,-48,-48,54
5420,-41,-48,-59,-48,-48,54
5421,-46,-49,-59,-42,-44,54
5422,-46,-49,-59,-42,-44,54
5423,-45,-50,-59,-44,-44,54
5424,-45,-50,-59,-44,-44,54
5425,-51,-47,-64,-45,-43,54
5426,-48,-50,-61,-48,-44,54
5427,-48,-50,-61,-48,-44,54
5428,-48,-50,-61,-48,-44,54
5429,-47,-48,-60,-51,-45,54
5430,-47,-48,-60,-51,-45,54
5431,-45,-44,-61,-50,-45,54
5432,-45,-44,-61,-50,-45,54
5433,-44,-47,-60,-48,-45,54
5434,-44,-47,-60,-48,-45,54
5435,-45,-43,-57,-43,-47,54
5436,-45,-43,-57,-43,-47,54
5437,-44,-45,-57,-45,-47,54
5438,-44,-45,-57,-45,-47,54
5439,-45,-43,-58,-44,-46,54
5440,-45,-43,-58,-44,-46,54
5441,-44,-45,-62,-45,-47,54
5442,-44,-45,-62,-45,-47,54
5443,-45,-45,-61,-45,-46,54
5444,-45,-45,-61,-45,-46,54
5445,-48,-45,-63,-46,-46,54
5446,-43,-46,-55,-50,-47,54
5447,-43,-46,-55,-50,-47,54
5448,-43,-46,-56,-52,-48,54
5449,-43,-46,-56,-52,-48,54
5450,-45,-47,-56,-52,-51,54
5451,-45,-47,-56,-52,-51,54
5452,-45,-46,-56,-51,-50,54
5453,-45,-46,-56,-51,-50,54
5454,-44,-46,-58,-53,-47,54
5455,-46,-46,-59,-49,-44,54
5456,-46,-46,-59,-49,-44,54
5457,-47,-46,-61,-47,-46,54
5458,-47,-46,-61,-47,-46,54
5459,-45,-43,-61,-45,-49,54
5460,-45,-43,-61,-45,-49,54
5461,-48,-42,-58,-44,-49,54
5462,-48,-42,-58,-44,-49,54
5463,-47,-41,-56,-45,-45,54
5464,-47,-41,-56,-45,-45,54
5465,-47,-44,-57,-43,-50,54
5466,-47,-44,-57,-43,-50,54
5467,-45,-40,-62,-44,-50,54
5468,-45,-40,-62,-44,-50,54
5469,-45,-42,-62,-42,-50,54
5470,-45,-42,-62,-42,-50,54
5471,-45,-41,-61,-43,-49,54
5472,-45,-41,-61,-43,-49,54
5473,-45,-41,-63,-42,-50,54
5474,-45,-41,-63,-42,-50,54
5475,-45,-42,-66,-42,-51,54
5476,-45,-42,-66,-42,-51,54
5477,-44,-41,-67,-41,-51,54
5478,-44,-41,-67,-41,-51,54
5479,-47,-44,-56,-44,-43,54
5480,-47,-44,-56,-44,-43,54
5481,-50,-44,-58,-44,-47,54
5482,-50,-44,-58,-44,-47,54
5483,-46,-45,-57,-44,-47,54
5484,-46,-45,-57,-44,-47,54
5485,-44,-45,-59,-41,-47,54
5486,-44,-45,-59,-41,-47,54
5487,-44,-47,-58,-47,-48,54
5488,-44,-47,-58,-47,-48,54
5489,-41,-48,-59,-48,-48,54
5490,-41,-48,-59,-48,-48,54
5491,-46,-49,-59,-42,-44,54
5492,-46,-49,-59,-42,-44,54
5493,-45,-50,-59,-44,-44,54
5494,-45,-50,-59,-44,-44,54
5495,-51,-47,-64,-45,-43,54
5496,-48,-50,-61,-48,-44,54
5497,-48,-50,-61,-48,-44,54
5498,-48,-50,-61,-48,-44,54
5499,-47,-48,-60,-51,-45,54
5500,-47,-48,-60,-51,-45,54
5501,-44,-48,-61,-51,-45,55
5502,-44,-48,-61,-51,-45,55
5503,-44,-48,-61,-52,-43,55
5504,-44,-48,-61,-52,-43,55
5505,-44,-48,-59,-53,-44,55
5506,-44,-48,-59,-53,-44,55
5507,-44,-49,-59,-54,-44,55
5508,-44,-49,-59,-54,-44,55
5509,-43,-49,-64,-55,-46,55
5510,-43,-49,-64,-55,-46,55
5511,-44,-50,-63,-55,-47,55
5512,-44,-50,-63,-55,-47,55
5513,-44,-49,-59,-52,-43,55
5514,-44,-49,-59,-52,-43,55
5515,-43,-47,-62,-55,-44,55
5516,-43,-47,-62,-55,-44,55
5517,-43,-49,-63,-56,-47,55
5518,-43,-49,-63,-56,-47,55
5519,-44,-50,-66,-52,-47,55
5520,-44,-50,-66,-52,-47,55
5521,-46,-43,-67,-48,-43,55
5522,-46,-43,-67,-48,-43,55
5523,-47,-47,-63,-45,-44,55
5524,-47,-47,-63,-45,-44,55
5525,-48,-46,-58,-46,-45,55
5526,-48,-46,-58,-46,-45,55
5527,-53,-43,-55,-48,-46,55
5528,-53,-43,-55,-48,-46,55
5529,-55,-43,-55,-47,-48,55
5530,-55,-43,-55,-47,-48,55
5531,-53,-43,-55,-46,-50,55
5532,-53,-43,-55,-46,-50,55
5533,-51,-41,-57,-42,-46,55
5534,-53,-42,-62,-44,-43,55
5535,-45,-41,-62,-49,-43,55
5536,-45,-41,-62,-49,-43,55
5537,-45,-42,-60,-52,-45,55
5538,-44,-45,-61,-50,-46,55
5539,-44,-45,-61,-50,-46,55
5540,-45,-45,-59,-46,-48,55
5541,-45,-45,-59,-46,-48,55
5542,-45,-46,-54,-58,-49,55
5543,-46,-46,-57,-49,-47,55
5544,-46,-46,-57,-49,-47,55
5545,-45,-52,-60,-46,-50,55
5546,-45,-52,-60,-46,-50,55
5547,-46,-49,-56,-46,-49,55
5548,-46,-49,-56,-46,-49,55
5549,-43,-46,-56,-53,-50,55
5550,-43,-46,-56,-53,-50,55
5551,-47,-43,-58,-54,-51,55
5552,-47,-43,-58,-54,-51,55
5553,-46,-46,-65,-46,-45,55
5554,-46,-46,-65,-46,-45,55
5555,-46,-47,-63,-45,-45,55
5556,-46,-47,-63,-45,-45,55
5557,-46,-48,-60,-44,-44,55
5558,-46,-48,-60,-44,-44,55
5559,-46,-50,-62,-45,-45,55
5560,-46,-50,-62,-45,-45,55
5561,-44,-48,-61,-51,-45,55
5562,-44,-48,-61,-51,-45,55
5563,-44,-48,-61,-52,-43,55
5564,-44,-48,-61,-52,-43,55
5565,-44,-48,-59,-53,-44,55
5566,-44,-48,-59,-53,-44,55
5567,-44,-49,-59,-54,-44,55
5568,-44,-49,-59,-54,-44,55
5569,-43,-49,-64,-55,-46,55
5570,-43,-49,-64,-55,-46,55
5571,-44,-50,-63,-55,-47,55
5572,-44,-50,-63,-55,-47,55
5573,-44,-49,-59,-52,-43,55
5574,-44,-49,-59,-52,-43,55
5575,-43,-47,-62,-55,-44,55
5576,-43,-47,-62,-55,-44,55
5577,-43,-49,-63,-56,-47,55
5578,-43,-49,-63,-56,-47,55
5579,-44,-50,-66,-52,-47,55
5580,-44,-50,-66,-52,-47,55
5581,-46,-43,-67,-48,-43,55
5582,-46,-43,-67,-48,-43,55
5583,-47,-47,-63,-45,-44,55
5584,-47,-47,-63,-45,-44,55
5585,-48,-46,-58,-46,-45,55
5586,-48,-46,-58,-46,-45,55
5587,-51,-41,-57,-42,-46,55
5588,-53,-42,-62,-44,-43,55
5589,-45,-41,-62,-49,-43,55
5590,-45,-41,-62,-49,-43,55
5591,-45,-42,-60,-52,-45,55
5592,-44,-45,-61,-50,-46,55
5593,-44,-45,-61,-50,-46,55
5594,-45,-45,-59,-46,-48,55
5595,-45,-45,-59,-46,-48,55
5596,-44,-48,-61,-51,-45,55
5597,-44,-48,-61,-52,-43,55
5598,-44,-48,-61,-52,-43,55
5599,-44,-48,-59,-53,-44,55
5600,-44,-48,-59,-53,-44,55
5601,-43,-49,-56,-44,-49,56
5602,-43,-49,-56,-44,-49,56
5603,-48,-51,-57,-49,-47,56
5604,-48,-51,-57,-49,-47,56
5605,-48,-54,-58,-49,-47,56
5606,-48,-54,-58,-49,-47,56
5607,-47,-53,-57,-50,-48,56
5608,-47,-53,-57,-50,-48,56
5609,-51,-54,-59,-50,-44,56
5610,-51,-54,-59,-50,-44,56
5611,-47,-49,-64,-51,-44,56
5612,-47,-49,-64,-51,-44,56
5613,-48,-46,-63,-51,-43,56
5614,-48,-46,-63,-51,-43,56
5615,-49,-51,-63,-51,-44,56
5616,-49,-51,-63,-51,-44,56
5617,-48,-51,-62,-52,-43,56
5618,-48,-51,-62,-52,-43,56
5619,-48,-51,-62,-53,-46,56
5620,-48,-51,-62,-53,-46,56
5621,-46,-50,-64,-56,-47,56
5622,-46,-50,-64,-56,-47,56
5623,-53,-43,-63,-52,-45,56
5624,-54,-43,-60,-53,-44,56
5625,-54,-43,-60,-53,-44,56
5626,-52,-42,-62,-51,-43,56
5627,-52,-42,-62,-51,-43,56
5628,-52,-40,-65,-51,-43,56
5629,-52,-40,-65,-51,-43,56
5630,-51,-41,-65,-50,-43,56
5631,-51,-41,-65,-50,-43,56
5632,-52,-42,-64,-50,-41,56
5633,-52,-42,-64,-50,-41,56
5634,-52,-39,-61,-50,-44,56
5635,-52,-39,-61,-50,-44,56
5636,-52,-41,-60,-49,-43,56
5637,-52,-41,-60,-49,-43,56
5638,-52,-42,-58,-48,-44,56
5639,-52,-42,-58,-48,-44,56
5640,-52,-42,-59,-49,-44,56
5641,-52,-42,-59,-49,-44,56
5642,-51,-42,-59,-49,-43,56
5643,-51,-42,-59,-49,-43,56
5644,-50,-42,-58,-47,-45,56
5645,-50,-42,-58,-47,-45,56
5646,-50,-40,-58,-46,-43,56
5647,-50,-40,-58,-46,-43,56
5648,-50,-40,-58,-46,-43,56
5649,-50,-41,-59,-46,-40,56
5650,-50,-41,-59,-46,-40,56
5651,-46,-44,-57,-45,-41,56
5652,-49,-41,-61,-45,-42,56
5653,-49,-41,-61,-45,-42,56
5654,-49,-42,-59,-46,-41,56
5655,-49,-42,-59,-46,-41,56
5656,-49,-42,-58,-46,-45,56
5657,-49,-42,-58,-46,-45,56
5658,-49,-42,-58,-46,-45,56
5659,-49,-42,-58,-46,-45,56
5660,-48,-43,-58,-46,-47,56
5661,-48,-43,-58,-46,-47,56
5662,-48,-43,-58,-46,-47,56
5663,-48,-43,-57,-44,-45,56
5664,-43,-49,-56,-44,-49,56
5665,-43,-49,-56,-44,-49,56
5666,-48,-51,-57,-49,-47,56
5667,-48,-51,-57,-49,-47,56
5668,-48,-54,-58,-49,-47,56
5669,-48,-54,-58,-49,-47,56
5670,-47,-53,-57,-50,-48,56
5671,-47,-53,-57,-50,-48,56
5672,-51,-54,-59,-50,-44,56
5673,-51,-54,-59,-50,-44,56
5674,-47,-49,-64,-51,-44,56
5675,-47,-49,-64,-51,-44,56
5676,-48,-46,-63,-51,-43,56
5677,-48,-46,-63,-51,-43,56
5678,-49,-51,-63,-51,-44,56
5679,-49,-51,-63,-51,-44,56
5680,-48,-51,-62,-52,-43,56
5681,-48,-51,-62,-52,-43,56
5682,-48,-51,-62,-53,-46,56
5683,-48,-51,-62,-53,-46,56
5684,-46,-50,-64,-56,-47,56
5685,-46,-50,-64,-56,-47,56
5686,-53,-43,-63,-52,-45,56
5687,-54,-43,-60,-53,-44,56
5688,-54,-43,-60,-53,-44,56
5689,-52,-42,-62,-51,-43,56
5690,-52,-42,-62,-51,-43,56
5691,-52,-40,-65,-51,-43,56
5692,-52,-40,-65,-51,-43,56
5693,-51,-41,-65,-50,-43,56
5694,-51,-41,-65,-50,-43,56
5695,-52,-42,-64,-50,-41,56
5696,-52,-42,-64,-50,-41,56
5697,-52,-39,-61,-50,-44,56
5698,-52,-39,-61,-50,-44,56
5699,-52,-41,-60,-49,-43,56
5700,-52,-41,-60,-49,-43,56
5701,-46,-44,-57,-51,-44,57
5702,-45,-44,-59,-49,-43,57
5703,-45,-47,-62,-49,-43,57
5704,-48,-46,-59,-48,-45,57
5705,-48,-46,-59,-48,-45,57
5706,-46,-43,-61,-49,-44,57
5707,-46,-43,-61,-49,-44,57
5708,-46,-43,-60,-49,-45,57
5709,-46,-43,-60,-49,-45,57
5710,-46,-44,-61,-49,-42,57
5711,-46,-44,-61,-49,-42,57
5712,-47,-43,-61,-50,-45,57
5713,-47,-43,-61,-50,-45,57
5714,-47,-43,-62,-50,-45,57
5715,-47,-43,-62,-50,-45,57
5716,-46,-42,-62,-50,-45,57
5717,-46,-42,-62,-50,-45,57
5718,-46,-43,-59,-49,-44,57
5719,-46,-43,-59,-49,-44,57
5720,-44,-44,-60,-50,-44,57
5721,-44,-44,-60,-50,-44,57
5722,-46,-42,-61,-49,-43,57
5723,-46,-42,-61,-49,-43,57
5724,-46,-43,-61,-50,-45,57
5725,-46,-43,-61,-50,-45,57
5726,-46,-43,-62,-49,-44,57
5727,-46,-43,-62,-49,-44,57
5728,-44,-39,-61,-45,-42,57
5729,-44,-39,-61,-45,-42,57
5730,-49,-40,-63,-40,-45,57
5731,-49,-40,-63,-40,-45,57
5732,-49,-38,-62,-42,-45,57
5733,-49,-38,-62,-42,-45,57
5734,-51,-40,-61,-43,-45,57
5735,-51,-40,-61,-43,-45,57
5736,-52,-39,-60,-45,-46,57
5737,-52,-39,-60,-45,-46,57
5738,-53,-40,-61,-47,-44,57
5739,-53,-40,-61,-47,-44,57
5740,-53,-41,-59,-48,-46,57
5741,-53,-41,-59,-48,-46,57
5742,-53,-38,-59,-48,-44,57
5743,-53,-38,-59,-48,-44,57
5744,-55,-41,-59,-47,-45,57
5745,-55,-41,-59,-47,-45,57
5746,-54,-39,-59,-47,-45,57
5747,-46,-44,-59,-44,-44,57
5748,-46,-44,-59,-44,-44,57
5749,-46,-45,-58,-49,-45,57
5750,-46,-45,-58,-49,-45,57
5751,-45,-43,-57,-48,-43,57
5752,-45,-43,-57,-48,-43,57
5753,-44,-44,-57,-48,-45,57
5754,-44,-44,-57,-48,-45,57
5755,-44,-42,-57,-46,-44,57
5756,-44,-42,-57,-46,-44,57
5757,-46,-44,-57,-51,-44,57
5758,-45,-44,-59,-49,-43,57
5759,-45,-47,-62,-49,-43,57
5760,-48,-46,-59,-48,-45,57
5761,-48,-46,-59,-48,-45,57
5762,-46,-43,-61,-49,-44,57
5763,-46,-43,-61,-49,-44,57
5764,-46,-43,-60,-49,-45,57
5765,-46,-43,-60,-49,-45,57
5766,-46,-44,-61,-49,-42,57
5767,-46,-44,-61,-49,-42,57
5768,-47,-43,-61,-50,-45,57
5769,-47,-43,-61,-50,-45,57
5770,-47,-43,-62,-50,-45,57
5771,-47,-43,-62,-50,-45,57
